similarity,combination
4,['flop.sol', 'flip.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
5,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
5,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'flip.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'flip.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol']
6,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'bite.sol']
2,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol']
5,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol', 'bite.sol']
5,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'frob.t.sol', 'bite.sol']
5,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol']
5,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'frob.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'frob.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol']
2,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'flap.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'bite.sol']
2,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
2,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
5,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
6,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
5,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
6,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'transferFrom.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'transferFrom.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
5,['flop.sol', 'transferFrom.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'bite.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'flap.sol']
4,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'bite.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'frob.t.sol', 'bite.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
2,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flip.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
4,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
2,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'frob.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'frob.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'frob.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
2,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
4,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
4,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
4,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
3,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
