similarity,combination
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
4,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'Token223.sol']
14,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC20.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
12,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
4,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Token223.sol']
14,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC20.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
12,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
16,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token223.sol']
14,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC20.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
12,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
11,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
12,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
12,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
13,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
4,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
4,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
9,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC20.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
13,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
5,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
6,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
7,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Token223.sol']
8,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC20.sol', 'Token223.sol']
10,['Ownable.sol', 'SafeMath.sol', 'Standard223Token.sol', 'Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
